minutes,mp,nineties,gls,ast,ga,gls_p90_raw,ast_p90_raw,ga_p90_raw,player,team,pos,age,nation,league,season,sh,sot,int,tklw,crs,fls,fld,source,gls_p90,ast_p90,ga_p90,sh_p90,sot_p90,crs_p90,int_p90,tklw_p90,fls_p90,fld_p90,pos_main,budget_est,player_id
723.0,9,8.0,1,0,1,0.12,0.0,0.12,Luis Hernández,Cádiz,DF,34,es ESP,La Liga,2324,1,1,8,3,2,8,0,fbref_cache,0.125,0.0,0.125,0.125,0.125,0.25,1.0,0.375,1.0,0.0,DF,6.08,164
1644.0,19,18.3,0,1,1,0.0,0.05,0.05,Jorge Herrando,Osasuna,DF,22,es ESP,La Liga,2324,4,0,14,19,0,26,10,fbref_cache,0.0,0.0546448087431694,0.0546448087431694,0.2185792349726776,0.0,0.0,0.7650273224043715,1.0382513661202186,1.4207650273224044,0.5464480874316939,DF,17.09,165
1030.0,23,11.4,0,3,3,0.0,0.26,0.26,Ander Herrera,Athletic Club,MF,33,es ESP,La Liga,2324,14,2,16,33,12,21,11,fbref_cache,0.0,0.2631578947368421,0.2631578947368421,1.2280701754385965,0.17543859649122806,1.0526315789473684,1.4035087719298245,2.8947368421052633,1.8421052631578947,0.9649122807017544,MF,7.96,166
2869.0,32,31.9,0,0,0,0.0,0.0,0.0,Sergio Herrera,Osasuna,GK,30,es ESP,La Liga,2324,0,0,0,1,0,0,7,fbref_cache,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031347962382445145,0.0,0.219435736677116,GK,9.0,167
2107.0,29,23.4,5,0,5,0.21,0.0,0.21,Yangel Herrera,Girona,MF,25,ve VEN,La Liga,2324,52,18,25,38,29,65,62,fbref_cache,0.2136752136752137,0.0,0.2136752136752137,2.2222222222222223,0.7692307692307693,1.2393162393162394,1.0683760683760684,1.623931623931624,2.777777777777778,2.64957264957265,MF,16.38,168
562.0,13,6.2,0,0,0,0.0,0.0,0.0,Martin Hongla,Granada,"MF,DF",25,cm CMR,La Liga,2324,3,1,5,3,2,7,1,fbref_cache,0.0,0.0,0.0,0.48387096774193544,0.16129032258064516,0.3225806451612903,0.8064516129032258,0.48387096774193544,1.129032258064516,0.16129032258064516,MF,13.5,169
1152.0,33,12.8,1,2,3,0.08,0.16,0.23,Pablo Ibáñez,Osasuna,MF,24,es ESP,La Liga,2324,27,7,9,8,11,26,16,fbref_cache,0.078125,0.15625,0.234375,2.109375,0.546875,0.859375,0.703125,0.625,2.03125,1.25,MF,17.78,170
1412.0,23,15.7,0,2,2,0.0,0.13,0.13,Iglesias,Getafe,"DF,MF",25,es ESP,La Liga,2324,15,6,16,21,62,17,10,fbref_cache,0.0,0.12738853503184713,0.12738853503184713,0.9554140127388535,0.3821656050955414,3.949044585987261,1.019108280254777,1.337579617834395,1.0828025477707006,0.6369426751592357,DF,15.22,171
525.0,9,5.8,0,0,0,0.0,0.0,0.0,Imanol,Athletic Club,DF,23,es ESP,La Liga,2324,1,0,9,6,21,5,2,fbref_cache,0.0,0.0,0.0,0.1724137931034483,0.0,3.6206896551724137,1.5517241379310345,1.0344827586206897,0.8620689655172414,0.3448275862068966,DF,15.3,172
2326.0,29,25.8,8,5,13,0.31,0.19,0.5,Isco,Real Betis,MF,31,es ESP,La Liga,2324,64,26,9,26,152,31,79,fbref_cache,0.31007751937984496,0.19379844961240308,0.5038759689922481,2.4806201550387597,1.0077519379844961,5.891472868217054,0.3488372093023256,1.0077519379844961,1.2015503875968991,3.062015503875969,MF,12.18,173
1634.0,20,18.2,2,0,2,0.11,0.0,0.11,Frenkie de Jong,Barcelona,MF,26,nl NED,La Liga,2324,7,4,15,26,26,19,22,fbref_cache,0.10989010989010989,0.0,0.10989010989010989,0.38461538461538464,0.21978021978021978,1.4285714285714286,0.8241758241758242,1.4285714285714286,1.043956043956044,1.208791208791209,MF,13.98,174
573.0,13,6.4,0,0,0,0.0,0.0,0.0,Jordi,Getafe,MF,22,es ESP,La Liga,2324,7,3,8,11,23,19,6,fbref_cache,0.0,0.0,0.0,1.09375,0.46875,3.59375,1.25,1.71875,2.96875,0.9375,MF,16.2,175
1971.0,33,21.9,10,5,15,0.46,0.23,0.68,Willian José,Real Betis,FW,31,br BRA,La Liga,2324,48,24,2,3,7,9,20,fbref_cache,0.4566210045662101,0.22831050228310504,0.6849315068493151,2.1917808219178085,1.0958904109589043,0.31963470319634707,0.09132420091324202,0.13698630136986303,0.4109589041095891,0.9132420091324202,FW,13.65,176
1687.0,34,18.7,10,2,12,0.53,0.11,0.64,Joselu,Real Madrid,FW,33,es ESP,La Liga,2324,63,29,6,4,6,10,15,fbref_cache,0.5347593582887701,0.10695187165775401,0.6417112299465241,3.3689839572192515,1.5508021390374331,0.32085561497326204,0.32085561497326204,0.21390374331550802,0.5347593582887701,0.8021390374331551,FW,10.34,177
571.0,11,6.3,0,1,1,0.0,0.16,0.16,Kamil Jóźwiak,Granada,MF,25,pl POL,La Liga,2324,4,1,2,10,6,13,12,fbref_cache,0.0,0.15873015873015872,0.15873015873015872,0.6349206349206349,0.15873015873015872,0.9523809523809524,0.31746031746031744,1.5873015873015874,2.0634920634920637,1.9047619047619049,MF,15.64,178
873.0,16,9.7,3,1,4,0.31,0.1,0.41,Juanmi,Cádiz,FW,30,es ESP,La Liga,2324,14,7,5,4,2,24,11,fbref_cache,0.30927835051546393,0.10309278350515465,0.4123711340206186,1.4432989690721651,0.7216494845360826,0.2061855670103093,0.5154639175257733,0.4123711340206186,2.4742268041237114,1.1340206185567012,FW,12.71,179
746.0,17,8.3,0,0,0,0.0,0.0,0.0,Juanpe,Girona,DF,32,es ESP,La Liga,2324,4,0,8,8,1,5,0,fbref_cache,0.0,0.0,0.0,0.48192771084337344,0.0,0.12048192771084336,0.9638554216867469,0.9638554216867469,0.6024096385542168,0.0,DF,7.2,180
1864.0,26,20.7,15,5,20,0.72,0.24,0.97,Vinicius Júnior,Real Madrid,FW,23,br BRA,La Liga,2324,78,39,1,12,56,24,54,fbref_cache,0.7246376811594203,0.24154589371980678,0.9661835748792271,3.768115942028986,1.884057971014493,2.7053140096618358,0.04830917874396135,0.5797101449275363,1.1594202898550725,2.608695652173913,FW,30.08,181
3240.0,36,36.0,0,0,0,0.0,0.0,0.0,Filip Jørgensen,Villarreal,GK,21,dk DEN,La Liga,2324,0,0,2,1,0,2,5,fbref_cache,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.027777777777777776,0.05555555555555555,0.1388888888888889,GK,17.1,182
720.0,17,8.0,1,1,2,0.12,0.12,0.25,Sory Kaba,Las Palmas,FW,28,gn GUI,La Liga,2324,13,1,0,1,0,16,15,fbref_cache,0.125,0.125,0.25,1.625,0.125,0.0,0.0,0.125,2.0,1.875,FW,13.5,183
523.0,8,5.8,1,0,1,0.17,0.0,0.17,Kaiky,Almería,DF,19,br BRA,La Liga,2324,3,1,3,4,1,7,0,fbref_cache,0.1724137931034483,0.0,0.1724137931034483,0.5172413793103449,0.1724137931034483,0.1724137931034483,0.5172413793103449,0.6896551724137931,1.206896551724138,0.0,DF,22.16,184
1423.0,33,15.8,3,2,5,0.19,0.13,0.32,Kiké,Alavés,FW,33,es ESP,La Liga,2324,57,26,2,5,9,24,36,fbref_cache,0.18987341772151897,0.12658227848101264,0.3164556962025316,3.6075949367088604,1.6455696202531644,0.5696202531645569,0.12658227848101264,0.3164556962025316,1.5189873417721518,2.2784810126582276,FW,8.29,185
2493.0,35,27.7,0,4,4,0.0,0.14,0.14,Koke,Atlético Madrid,MF,31,es ESP,La Liga,2324,10,2,15,42,10,19,19,fbref_cache,0.0,0.1444043321299639,0.1444043321299639,0.36101083032490977,0.07220216606498195,0.36101083032490977,0.5415162454873647,1.516245487364621,0.6859205776173285,0.6859205776173285,MF,9.27,186
821.0,16,9.1,0,0,0,0.0,0.0,0.0,Rominigue Kouamé,Cádiz,MF,26,ml MLI,La Liga,2324,5,0,15,10,1,11,9,fbref_cache,0.0,0.0,0.0,0.5494505494505495,0.0,0.10989010989010989,1.6483516483516485,1.098901098901099,1.208791208791209,0.989010989010989,MF,12.6,187
2899.0,35,32.2,1,2,3,0.03,0.06,0.09,Jules Koundé,Barcelona,DF,24,fr FRA,La Liga,2324,24,7,28,24,35,23,16,fbref_cache,0.03105590062111801,0.06211180124223602,0.09316770186335403,0.7453416149068323,0.21739130434782608,1.0869565217391304,0.8695652173913043,0.7453416149068323,0.7142857142857142,0.49689440993788814,DF,15.74,188
2124.0,33,23.6,1,8,9,0.04,0.34,0.38,Toni Kroos,Real Madrid,MF,33,de GER,La Liga,2324,35,13,17,32,119,17,38,fbref_cache,0.0423728813559322,0.3389830508474576,0.3813559322033898,1.483050847457627,0.5508474576271186,5.042372881355932,0.7203389830508474,1.3559322033898304,0.7203389830508474,1.6101694915254237,MF,8.7,189
2150.0,30,23.9,7,4,11,0.29,0.17,0.46,Takefusa Kubo,Real Sociedad,"FW,MF",22,jp JPN,La Liga,2324,46,21,10,16,143,22,52,fbref_cache,0.29288702928870297,0.1673640167364017,0.46025104602510464,1.9246861924686194,0.8786610878661089,5.98326359832636,0.4184100418410042,0.6694560669456068,0.9205020920502093,2.175732217573222,FW,23.66,190
1956.0,31,21.7,1,4,5,0.05,0.18,0.23,Luca de la Torre,Celta Vigo,MF,25,us USA,La Liga,2324,24,8,11,21,17,39,19,fbref_cache,0.04608294930875576,0.18433179723502305,0.2304147465437788,1.1059907834101383,0.3686635944700461,0.783410138248848,0.5069124423963134,0.967741935483871,1.7972350230414746,0.8755760368663594,MF,16.61,191
463.0,13,5.1,2,0,2,0.39,0.0,0.39,Érik Lamela,Sevilla,MF,31,ar ARG,La Liga,2324,9,4,1,13,12,18,6,fbref_cache,0.3921568627450981,0.0,0.3921568627450981,1.7647058823529413,0.7843137254901962,2.3529411764705883,0.19607843137254904,2.5490196078431375,3.5294117647058827,1.1764705882352942,MF,11.28,192
820.0,11,9.1,1,0,1,0.11,0.0,0.11,Bruno Langa,Almería,DF,25,mz MOZ,La Liga,2324,8,2,5,11,16,4,12,fbref_cache,0.10989010989010989,0.0,0.10989010989010989,0.8791208791208791,0.21978021978021978,1.7582417582417582,0.5494505494505495,1.208791208791209,0.43956043956043955,1.3186813186813187,DF,14.98,193
1823.0,35,20.3,3,2,5,0.15,0.1,0.25,Cyle Larin,Mallorca,FW,28,ca CAN,La Liga,2324,69,25,3,8,8,27,34,fbref_cache,0.14778325123152708,0.09852216748768472,0.24630541871921183,3.399014778325123,1.2315270935960592,0.3940886699507389,0.14778325123152708,0.3940886699507389,1.3300492610837438,1.6748768472906403,FW,13.46,194
1555.0,32,17.3,2,0,2,0.12,0.0,0.12,Juanmi Latasa,Getafe,FW,22,es ESP,La Liga,2324,44,15,4,8,3,66,40,fbref_cache,0.11560693641618497,0.0,0.11560693641618497,2.5433526011560694,0.8670520231213873,0.17341040462427745,0.23121387283236994,0.4624277456647399,3.8150289017341037,2.312138728323699,FW,18.07,195
1544.0,28,17.2,0,1,1,0.0,0.06,0.06,Toni Lato,Mallorca,DF,25,es ESP,La Liga,2324,5,2,17,22,48,19,18,fbref_cache,0.0,0.05813953488372093,0.05813953488372093,0.29069767441860467,0.11627906976744186,2.7906976744186047,0.9883720930232559,1.2790697674418605,1.1046511627906976,1.0465116279069768,DF,14.28,196
2469.0,29,27.4,2,0,2,0.07,0.0,0.07,Robin Le Normand,Real Sociedad,DF,26,es ESP,La Liga,2324,9,5,27,22,1,33,23,fbref_cache,0.07299270072992702,0.0,0.07299270072992702,0.3284671532846716,0.18248175182481752,0.03649635036496351,0.9854014598540146,0.8029197080291971,1.2043795620437956,0.8394160583941607,DF,13.52,197
3048.0,34,33.9,0,0,0,0.0,0.0,0.0,Jeremías Ledesma,Cádiz,GK,30,ar ARG,La Liga,2324,0,0,0,1,0,1,5,fbref_cache,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029498525073746312,0.029498525073746312,0.14749262536873156,GK,9.0,198
3327.0,37,37.0,3,1,4,0.08,0.03,0.11,Florian Lejeune,Rayo Vallecano,DF,32,fr FRA,La Liga,2324,64,21,23,26,6,26,13,fbref_cache,0.08108108108108109,0.02702702702702703,0.10810810810810811,1.7297297297297298,0.5675675675675675,0.16216216216216217,0.6216216216216216,0.7027027027027027,0.7027027027027027,0.35135135135135137,DF,7.98,199
2002.0,27,22.2,0,2,2,0.0,0.09,0.09,Iñigo Lekue,Athletic Club,DF,30,es ESP,La Liga,2324,5,0,16,21,37,15,7,fbref_cache,0.0,0.0900900900900901,0.0900900900900901,0.22522522522522523,0.0,1.6666666666666667,0.7207207207207208,0.9459459459459459,0.6756756756756757,0.3153153153153153,DF,9.81,200
2750.0,35,30.6,19,8,27,0.62,0.26,0.88,Robert Lewandowski,Barcelona,FW,34,pl POL,La Liga,2324,93,43,9,4,18,23,55,fbref_cache,0.6209150326797386,0.26143790849673204,0.8823529411764706,3.0392156862745097,1.4052287581699345,0.5882352941176471,0.29411764705882354,0.13071895424836602,0.7516339869281046,1.7973856209150325,FW,10.16,201
2080.0,34,23.1,4,5,9,0.17,0.22,0.39,Samuel Lino,Atlético Madrid,"MF,DF",23,br BRA,La Liga,2324,54,21,14,34,41,27,56,fbref_cache,0.17316017316017315,0.21645021645021645,0.3896103896103896,2.3376623376623376,0.9090909090909091,1.7748917748917747,0.6060606060606061,1.4718614718614718,1.1688311688311688,2.4242424242424243,MF,21.26,202
2565.0,37,28.5,6,4,10,0.21,0.14,0.35,Marcos Llorente,Atlético Madrid,"MF,DF",28,es ESP,La Liga,2324,30,19,13,23,70,31,27,fbref_cache,0.21052631578947367,0.14035087719298245,0.3508771929824561,1.0526315789473684,0.6666666666666666,2.456140350877193,0.45614035087719296,0.8070175438596491,1.087719298245614,0.9473684210526315,MF,14.59,203
1790.0,34,19.9,0,1,1,0.0,0.05,0.05,Enzo Loiodice,Las Palmas,MF,22,fr FRA,La Liga,2324,16,6,12,35,23,32,38,fbref_cache,0.0,0.05025125628140704,0.05025125628140704,0.8040201005025126,0.30150753768844224,1.155778894472362,0.6030150753768845,1.7587939698492463,1.6080402010050252,1.9095477386934674,MF,17.01,204
1965.0,25,21.8,3,0,3,0.14,0.0,0.14,David López,Girona,DF,33,es ESP,La Liga,2324,16,6,19,21,0,17,15,fbref_cache,0.13761467889908258,0.0,0.13761467889908258,0.7339449541284403,0.27522935779816515,0.0,0.8715596330275229,0.963302752293578,0.7798165137614679,0.6880733944954128,DF,7.17,205
2656.0,36,29.5,3,6,9,0.1,0.2,0.3,Diego López,Valencia,"MF,FW",21,es ESP,La Liga,2324,41,15,21,26,66,26,31,fbref_cache,0.1016949152542373,0.2033898305084746,0.3050847457627119,1.3898305084745763,0.5084745762711864,2.23728813559322,0.711864406779661,0.8813559322033898,0.8813559322033898,1.0508474576271187,MF,22.32,206
1446.0,31,16.1,8,0,8,0.5,0.0,0.5,Fermin López,Barcelona,"MF,FW",20,es ESP,La Liga,2324,51,25,3,20,18,43,17,fbref_cache,0.49689440993788814,0.0,0.49689440993788814,3.167701863354037,1.5527950310559004,1.1180124223602483,0.18633540372670807,1.2422360248447204,2.670807453416149,1.0559006211180124,MF,26.94,207
2386.0,32,26.5,1,3,4,0.04,0.11,0.15,Javi López,Alavés,DF,21,es ESP,La Liga,2324,18,3,11,12,102,26,28,fbref_cache,0.03773584905660377,0.11320754716981132,0.1509433962264151,0.6792452830188679,0.11320754716981132,3.849056603773585,0.41509433962264153,0.4528301886792453,0.9811320754716981,1.0566037735849056,DF,19.68,208
2108.0,35,23.4,1,2,3,0.04,0.09,0.13,Unai López,Rayo Vallecano,MF,27,es ESP,La Liga,2324,32,5,16,27,73,60,21,fbref_cache,0.042735042735042736,0.08547008547008547,0.12820512820512822,1.3675213675213675,0.2136752136752137,3.1196581196581197,0.6837606837606838,1.153846153846154,2.5641025641025643,0.8974358974358975,MF,13.2,209
1916.0,30,21.3,0,0,0,0.0,0.0,0.0,Dion Lopy,Almería,MF,21,sn SEN,La Liga,2324,23,8,14,36,7,30,40,fbref_cache,0.0,0.0,0.0,1.07981220657277,0.3755868544600939,0.32863849765258213,0.6572769953051643,1.6901408450704225,1.408450704225352,1.8779342723004695,MF,17.1,210
772.0,13,8.6,3,0,3,0.35,0.0,0.35,Anthony Lozano,Almería,FW,30,hn HON,La Liga,2324,23,9,3,5,4,22,20,fbref_cache,0.3488372093023256,0.0,0.3488372093023256,2.674418604651163,1.0465116279069768,0.46511627906976744,0.3488372093023256,0.5813953488372093,2.558139534883721,2.3255813953488373,FW,12.14,211
1539.0,28,17.1,1,0,1,0.06,0.0,0.06,Lucas,Cádiz,DF,22,br BRA,La Liga,2324,11,4,14,29,72,12,6,fbref_cache,0.05847953216374269,0.0,0.05847953216374269,0.6432748538011696,0.23391812865497075,4.2105263157894735,0.8187134502923976,1.6959064327485378,0.7017543859649122,0.3508771929824561,DF,17.15,212
1791.0,24,19.9,1,2,3,0.05,0.1,0.15,José Luis Gayà,Valencia,DF,28,es ESP,La Liga,2324,10,1,11,39,82,24,12,fbref_cache,0.05025125628140704,0.10050251256281408,0.15075376884422112,0.5025125628140704,0.05025125628140704,4.120603015075377,0.5527638190954774,1.9597989949748744,1.206030150753769,0.6030150753768845,DF,12.43,213
1048.0,29,11.6,7,0,7,0.6,0.0,0.6,José Luis Morales,Villarreal,"FW,MF",36,es ESP,La Liga,2324,26,12,6,3,10,3,4,fbref_cache,0.603448275862069,0.0,0.603448275862069,2.241379310344828,1.0344827586206897,0.8620689655172414,0.5172413793103449,0.25862068965517243,0.25862068965517243,0.3448275862068966,FW,7.22,214
1125.0,23,12.5,5,1,6,0.4,0.08,0.48,Dodi Lukebakio,Sevilla,"MF,FW",25,be BEL,La Liga,2324,42,17,2,3,36,24,22,fbref_cache,0.4,0.08,0.48,3.36,1.36,2.88,0.16,0.24,1.92,1.76,MF,19.98,215
1890.0,21,21.0,0,0,0,0.0,0.0,0.0,Andriy Lunin,Real Madrid,GK,24,ua UKR,La Liga,2324,0,0,0,0,0,0,3,fbref_cache,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,GK,14.4,216
785.0,21,8.7,4,0,4,0.46,0.0,0.46,Darwin Machís,Cádiz,MF,30,ve VEN,La Liga,2324,21,10,4,15,65,12,14,fbref_cache,0.4597701149425288,0.0,0.4597701149425288,2.4137931034482762,1.149425287356322,7.471264367816093,0.4597701149425288,1.7241379310344829,1.3793103448275863,1.6091954022988506,MF,13.14,217
1454.0,22,16.2,1,2,3,0.06,0.12,0.19,Pablo Maffeo,Mallorca,"DF,MF",26,es ESP,La Liga,2324,11,4,11,21,68,22,20,fbref_cache,0.0617283950617284,0.1234567901234568,0.1851851851851852,0.6790123456790124,0.2469135802469136,4.197530864197531,0.6790123456790124,1.2962962962962963,1.3580246913580247,1.234567901234568,DF,14.93,218
3265.0,37,36.3,4,0,4,0.11,0.0,0.11,Nemanja Maksimović,Getafe,MF,28,rs SRB,La Liga,2324,34,15,44,42,6,19,13,fbref_cache,0.11019283746556474,0.0,0.11019283746556474,0.9366391184573003,0.4132231404958678,0.1652892561983471,1.2121212121212122,1.15702479338843,0.5234159779614326,0.3581267217630854,MF,11.99,219
3284.0,37,36.5,0,0,0,0.0,0.0,0.0,Giorgi Mamardashvili,Valencia,GK,22,ge GEO,La Liga,2324,0,0,1,3,0,3,4,fbref_cache,0.0,0.0,0.0,0.0,0.0,0.0,0.0273972602739726,0.0821917808219178,0.0821917808219178,0.1095890410958904,GK,16.2,220
731.0,16,8.1,2,1,3,0.25,0.12,0.37,Reinildo Mandava,Atlético Madrid,DF,29,mz MOZ,La Liga,2324,5,3,15,21,6,14,8,fbref_cache,0.2469135802469136,0.1234567901234568,0.3703703703703704,0.617283950617284,0.3703703703703704,0.7407407407407408,1.8518518518518519,2.5925925925925926,1.7283950617283952,0.9876543209876544,DF,13.57,221
1113.0,16,12.4,1,0,1,0.08,0.0,0.08,Aïssa Mandi,Villarreal,DF,31,dz ALG,La Liga,2324,4,2,7,8,0,7,5,fbref_cache,0.08064516129032258,0.0,0.08064516129032258,0.3225806451612903,0.16129032258064516,0.0,0.564516129032258,0.6451612903225806,0.564516129032258,0.4032258064516129,DF,8.75,222
744.0,12,8.3,0,1,1,0.0,0.12,0.12,Javier Manquillo,Celta Vigo,"DF,MF",29,es ESP,La Liga,2324,1,0,2,12,5,14,4,fbref_cache,0.0,0.12048192771084336,0.12048192771084336,0.12048192771084336,0.0,0.6024096385542168,0.24096385542168672,1.4457831325301203,1.686746987951807,0.48192771084337344,DF,11.09,223
2258.0,28,25.1,1,5,6,0.04,0.2,0.24,Óscar de Marcos,Athletic Club,DF,34,es ESP,La Liga,2324,5,2,12,41,119,22,12,fbref_cache,0.0398406374501992,0.199203187250996,0.2390438247011952,0.199203187250996,0.0796812749003984,4.7410358565737045,0.4780876494023904,1.6334661354581672,0.8764940239043825,0.4780876494023904,DF,6.69,224
1326.0,22,14.7,0,0,0,0.0,0.0,0.0,José María Giménez,Atlético Madrid,DF,28,uy URU,La Liga,2324,7,1,10,9,1,17,2,fbref_cache,0.0,0.0,0.0,0.4761904761904762,0.06802721088435375,0.06802721088435375,0.6802721088435374,0.6122448979591837,1.1564625850340136,0.1360544217687075,DF,10.8,225
2443.0,33,27.1,0,0,0,0.0,0.0,0.0,Rafa Marín,Alavés,DF,21,es ESP,La Liga,2324,13,3,31,18,2,28,16,fbref_cache,0.0,0.0,0.0,0.4797047970479705,0.11070110701107011,0.07380073800738007,1.1439114391143912,0.6642066420664207,1.033210332103321,0.5904059040590406,DF,17.1,226
3178.0,36,35.3,0,1,1,0.0,0.03,0.03,Mika Mármol,Las Palmas,DF,22,es ESP,La Liga,2324,3,0,43,43,5,23,34,fbref_cache,0.0,0.028328611898017,0.028328611898017,0.08498583569405099,0.0,0.141643059490085,1.218130311614731,1.218130311614731,0.651558073654391,0.963172804532578,DF,16.66,227
1359.0,23,15.1,2,3,5,0.13,0.2,0.33,Roger Martí,Cádiz,FW,32,es ESP,La Liga,2324,33,12,8,6,9,34,28,fbref_cache,0.13245033112582782,0.19867549668874174,0.33112582781456956,2.185430463576159,0.794701986754967,0.5960264900662252,0.5298013245033113,0.3973509933774835,2.251655629139073,1.8543046357615895,FW,9.58,228
2729.0,36,30.3,5,4,9,0.16,0.13,0.3,Iván Martín,Girona,MF,24,es ESP,La Liga,2324,19,11,23,25,10,27,34,fbref_cache,0.16501650165016502,0.132013201320132,0.297029702970297,0.6270627062706271,0.36303630363036304,0.33003300330033003,0.759075907590759,0.8250825082508251,0.8910891089108911,1.1221122112211221,MF,18.68,229
1241.0,21,13.8,0,2,2,0.0,0.15,0.15,Arnau Martinez,Girona,DF,20,es ESP,La Liga,2324,1,0,9,15,7,14,22,fbref_cache,0.0,0.14492753623188406,0.14492753623188406,0.07246376811594203,0.0,0.5072463768115941,0.6521739130434783,1.0869565217391304,1.0144927536231882,1.5942028985507246,DF,20.61,230
1296.0,20,14.4,0,0,0,0.0,0.0,0.0,Iñigo Martínez,Barcelona,DF,32,es ESP,La Liga,2324,8,1,13,5,3,10,11,fbref_cache,0.0,0.0,0.0,0.5555555555555556,0.06944444444444445,0.20833333333333331,0.9027777777777778,0.3472222222222222,0.6944444444444444,0.7638888888888888,DF,7.2,231
1855.0,31,20.6,0,2,2,0.0,0.1,0.1,Marvin,Las Palmas,"MF,DF",23,es ESP,La Liga,2324,14,3,15,25,91,39,26,fbref_cache,0.0,0.0970873786407767,0.0970873786407767,0.6796116504854368,0.14563106796116504,4.417475728155339,0.7281553398058251,1.2135922330097086,1.8932038834951455,1.262135922330097,MF,16.79,232
1571.0,29,17.5,0,0,0,0.0,0.0,0.0,Omar Mascarell,Mallorca,MF,30,gq EQG,La Liga,2324,6,0,32,15,4,31,14,fbref_cache,0.0,0.0,0.0,0.34285714285714286,0.0,0.22857142857142856,1.8285714285714285,0.8571428571428571,1.7714285714285714,0.8,MF,9.0,233
1787.0,35,19.9,5,1,6,0.25,0.05,0.3,Jaime Mata,Getafe,"FW,MF",34,es ESP,La Liga,2324,33,13,15,15,39,63,25,fbref_cache,0.2512562814070352,0.05025125628140704,0.30150753768844224,1.6582914572864322,0.6532663316582915,1.9597989949748744,0.7537688442211056,0.7537688442211056,3.1658291457286434,1.256281407035176,FW,7.03,234
2970.0,33,33.0,0,0,0,0.0,0.0,0.0,Luís Maximiano,Almería,GK,24,pt POR,La Liga,2324,0,0,0,0,0,1,3,fbref_cache,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.09090909090909091,GK,14.4,235
2153.0,27,23.9,15,1,16,0.63,0.04,0.67,Borja Mayoral,Getafe,FW,26,es ESP,La Liga,2324,47,27,3,4,22,31,31,fbref_cache,0.6276150627615064,0.041841004184100423,0.6694560669456068,1.9665271966527198,1.1297071129707115,0.9205020920502093,0.12552301255230125,0.1673640167364017,1.2970711297071131,1.2970711297071131,FW,21.04,236
1122.0,26,12.5,0,0,0,0.0,0.0,0.0,Óscar Melendo,Granada,"MF,FW",25,es ESP,La Liga,2324,6,2,4,6,9,11,37,fbref_cache,0.0,0.0,0.0,0.48,0.16,0.72,0.32,0.48,0.88,2.96,MF,13.5,237
1103.0,28,12.3,1,1,2,0.08,0.08,0.16,Gonzalo Melero,Almería,"MF,FW",29,es ESP,La Liga,2324,14,4,4,9,3,21,17,fbref_cache,0.08130081300813008,0.08130081300813008,0.16260162601626016,1.1382113821138211,0.3252032520325203,0.24390243902439024,0.3252032520325203,0.7317073170731707,1.7073170731707317,1.3821138211382114,MF,11.51,238
893.0,23,9.9,5,1,6,0.5,0.1,0.6,Memphis,Atlético Madrid,FW,29,nl NED,La Liga,2324,38,15,1,2,12,14,16,fbref_cache,0.5050505050505051,0.10101010101010101,0.6060606060606061,3.8383838383838382,1.5151515151515151,1.2121212121212122,0.10101010101010101,0.20202020202020202,1.4141414141414141,1.6161616161616161,FW,15.9,239
2413.0,32,26.8,5,6,11,0.19,0.22,0.41,Brais Méndez,Real Sociedad,"MF,FW",26,es ESP,La Liga,2324,66,17,12,27,101,58,56,fbref_cache,0.18656716417910446,0.22388059701492538,0.4104477611940298,2.462686567164179,0.6343283582089552,3.7686567164179103,0.44776119402985076,1.007462686567164,2.1641791044776117,2.08955223880597,MF,17.77,240
1333.0,17,14.8,2,0,2,0.14,0.0,0.14,Bruno Méndez,Granada,DF,23,uy URU,La Liga,2324,8,5,25,19,8,14,0,fbref_cache,0.13513513513513511,0.0,0.13513513513513511,0.5405405405405405,0.33783783783783783,0.5405405405405405,1.689189189189189,1.2837837837837838,0.9459459459459459,0.0,DF,17.37,241
1720.0,23,19.1,0,0,0,0.0,0.0,0.0,Ferland Mendy,Real Madrid,DF,28,fr FRA,La Liga,2324,5,2,12,10,5,17,14,fbref_cache,0.0,0.0,0.0,0.2617801047120419,0.10471204188481674,0.2617801047120419,0.6282722513089005,0.5235602094240838,0.8900523560209423,0.7329842931937173,DF,10.8,242
673.0,10,7.5,0,0,0,0.0,0.0,0.0,Jorge Meré,Cádiz,DF,26,es ESP,La Liga,2324,4,1,8,7,1,1,4,fbref_cache,0.0,0.0,0.0,0.5333333333333333,0.13333333333333333,0.13333333333333333,1.0666666666666667,0.9333333333333333,0.13333333333333333,0.5333333333333333,DF,12.6,243
2482.0,32,27.6,5,3,8,0.18,0.11,0.29,Mikel Merino,Real Sociedad,MF,27,es ESP,La Liga,2324,30,11,16,45,19,70,60,fbref_cache,0.18115942028985507,0.10869565217391304,0.2898550724637681,1.0869565217391304,0.39855072463768115,0.6884057971014492,0.5797101449275363,1.6304347826086956,2.5362318840579707,2.1739130434782608,MF,15.09,244
